codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,empregados,salario_mediano_rais,escolaridade_tipica,salario_mediano_caged,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
2542,Auditores fiscais da previdência social,2542-auditores-fiscais-da-previdencia-social,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,254,AUDITORES FISCAIS PÚBLICOS,60,19389.92,Superior Completo,5250.0,5,10,-5,1,12,115
2543,Auditores fiscais do trabalho,2543-auditores-fiscais-do-trabalho,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,254,AUDITORES FISCAIS PÚBLICOS,7968,2102.37,Superior Completo,1717.2,2974,2810,164,2,9,88
2544,Fiscais de tributos estaduais e municipais,2544-fiscais-de-tributos-estaduais-e-municipais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,254,AUDITORES FISCAIS PÚBLICOS,18007,12207.11,Superior Completo,3537.59,621,562,59,4,9,93
2545,Profissionais da fiscalização de atividades urbanas,2545-profissionais-da-fiscalizacao-de-atividades-urbanas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,25,PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS,254,AUDITORES FISCAIS PÚBLICOS,3464,3490.96,Superior Completo,120.0,2556,2392,164,1,8,84
2611,Profissionais do jornalismo,2611-profissionais-do-jornalismo,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,18040,3237.38,Superior Completo,3300.0,7011,7098,-87,8,8,71
2612,Profissionais da informação,2612-profissionais-da-informacao,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,9296,5093.61,Superior Completo,3500.0,8808,6439,2369,3,10,118
2613,Arquivistas e museólogos,2613-arquivistas-e-museologos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,2644,2999.52,Superior Completo,1949.0,1396,1486,-90,2,13,169
2614,"Filólogos,tradutores ,intérpretes e afins",2614-filologos-tradutores-interpretes-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,3548,2495.2,Superior Completo,2512.59,2647,2483,164,6,7,112
2615,Profissionais da escrita,2615-profissionais-da-escrita,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,600,3129.94,Superior Completo,3500.0,616,655,-39,6,7,60
2616,Editores,2616-editores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,663,3111.66,Superior Completo,3000.0,807,744,63,5,8,90
2617,"Locutores, comentaristas e repórteres de mídias audiovisuais",2617-locutores-comentaristas-e-reporteres-de-midias-audiovisuais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,5340,2064.03,Superior Completo,2000.0,2911,3157,-246,4,9,83
2618,Fotógrafos profissionais,2618-fotografos-profissionais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,1353,1851.92,Superior Completo,1630.0,2490,2561,-71,4,10,93
2619,Assistentes de direção (tv) e continuístas,2619-assistentes-de-direcao-tv-e-continuistas,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",261,PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO,43,1499.33,Superior Completo,1535.0,66,50,16,2,7,70
2621,Produtores artísticos e culturais,2621-produtores-artisticos-e-culturais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2124,2960.4,Superior Completo,2600.0,3227,2651,576,7,7,81
2622,Diretores de espetáculos e afins,2622-diretores-de-espetaculos-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,438,3763.98,Superior Completo,5000.0,275,332,-57,7,11,88
2623,Cenógrafos,2623-cenografos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,794,3306.1,Superior Completo,4341.13,762,784,-22,6,10,80
2624,"Artistas visuais,desenhistas industriais e conservadores-restauradores de bens culturais",2624-artistas-visuais-desenhistas-industriais-e-conservadores-restauradores-de-bens-culturais,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,10283,1992.86,Superior Completo,2600.0,20944,20238,706,5,10,111
2625,Atores,2625-atores,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,95,2823.69,Superior Completo,2700.0,150,160,-10,1,6,47
2626,"Músicos compositores, arranjadores, regentes e musicólogos",2626-musicos-compositores-arranjadores-regentes-e-musicologos,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,1716,1776.82,Superior Completo,1885.26,415,354,61,4,11,115
2627,Músicos intérpretes,2627-musicos-interpretes,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2524,2395.86,Superior Completo,1600.0,874,904,-30,2,7,65
2628,Artistas da dança (exceto dança tradicional e popular),2628-artistas-da-danca-exceto-danca-tradicional-e-popular,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,2176,1348.85,Superior Completo,1804.0,2013,1693,320,6,8,95
2629,Designer de interiores de nível superior,2629-designer-de-interiores-de-nivel-superior,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",262,PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES,160,1970.25,Superior Completo,2606.0,185,195,-10,1,10,95
2631,"Ministros de culto, missionários, teólogos e profissionais assemelhados",2631-ministros-de-culto-missionarios-teologos-e-profissionais-assemelhados,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,26,"COMUNICADORES, ARTISTAS E RELIGIOSOS",263,MEMBROS DE CULTOS RELIGIOSOS E AFINS,959,2546.94,Superior Completo,2734.0,723,703,20,3,10,149
2711,Chefes de cozinha e afins,2711-chefes-de-cozinha-e-afins,2,PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES,27,PROFISSIONAIS EM GASTRONOMIA,271,PROFISSIONAIS EM GASTRONOMIA E SERVIÇOS DE ALIMENTAÇÃO,8943,2248.53,Superior Completo,2500.0,12154,15723,-3569,2,8,75
3001,Técnicos em mecatrônica,3001-tecnicos-em-mecatronica,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,300,TÉCNICOS MECATRÔNICOS E ELETROMECÂNICOS,1720,4356.61,Médio Completo,3000.0,4114,3265,849,2,8,65
3003,Técnicos em eletromecânica,3003-tecnicos-em-eletromecanica,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,300,TÉCNICOS MECATRÔNICOS E ELETROMECÂNICOS,5358,4294.8,Médio Completo,3000.0,9296,7898,1398,1,8,64
3011,Técnicos de laboratório industrial,3011-tecnicos-de-laboratorio-industrial,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,301,TÉCNICOS EM LABORATÓRIO,18886,4248.75,Médio Completo,2420.0,15020,14566,454,3,9,77
3012,Técnicos de apoio à bioengenharia,3012-tecnicos-de-apoio-a-bioengenharia,3,TÉCNICOS DE NIVEL MÉDIO,30,TÉCNICOS POLIVALENTES,301,TÉCNICOS EM LABORATÓRIO,32,2584.13,Médio Completo,3162.2,97,79,18,1,8,64
3111,Técnicos químicos,3111-tecnicos-quimicos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,10424,5880.24,Médio Completo,2700.0,7572,7577,-5,3,11,70
3112,"Técnicos de produção de indústrias químicas, petroquímicas, refino de petróleo, gás e afins",3112-tecnicos-de-producao-de-industrias-quimicas-petroquimicas-refino-de-petroleo-gas-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,274,5774.65,Médio Completo,2400.0,182,101,81,1,7,80
3113,"Técnicos em materiais, produtos cerâmicos e vidros",3113-tecnicos-em-materiais-produtos-ceramicos-e-vidros,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,165,3733.76,Médio Completo,3173.0,214,248,-34,1,11,86
3114,Técnicos em fabricação de produtos plásticos e de borracha,3114-tecnicos-em-fabricacao-de-produtos-plasticos-e-de-borracha,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,2851,1641.67,Médio Completo,2134.44,2523,2646,-123,2,10,112
3115,"Técnicos em controle ambiental, utilidades e tratamento de efluentes",3115-tecnicos-em-controle-ambiental-utilidades-e-tratamento-de-efluentes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,5073,3062.78,Médio Completo,2800.0,5436,4924,512,4,8,66
3116,Técnicos têxteis,3116-tecnicos-texteis,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,312,3178.37,Médio Completo,2500.0,324,412,-88,5,7,64
3117,Coloristas,3117-coloristas,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,11946,1411.25,Médio Completo,1618.0,7514,7134,380,5,8,50
3121,Técnicos em construção civil (edificações),3121-tecnicos-em-construcao-civil-edificacoes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",312,"TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",22773,3437.79,Médio Completo,3000.0,29746,26943,2803,1,12,113
3122,Técnicos em construção civil (obras de infraestrutura),3122-tecnicos-em-construcao-civil-obras-de-infraestrutura,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",312,"TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",5220,3741.52,Médio Completo,2357.0,4199,3604,595,2,13,130
3123,Técnicos em geomática,3123-tecnicos-em-geomatica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",312,"TÉCNICOS EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRAESTRUTURA",8630,2652.51,Médio Completo,2369.01,14714,14742,-28,4,7,76
3131,Técnicos em eletricidade e eletrotécnica,3131-tecnicos-em-eletricidade-e-eletrotecnica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,36069,4287.23,Médio Completo,3000.0,35407,34617,790,6,12,117
3132,Técnicos em eletrônica,3132-tecnicos-em-eletronica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,37545,2234.62,Médio Completo,2120.0,42343,41519,824,4,11,68
3133,Técnicos em telecomunicações,3133-tecnicos-em-telecomunicacoes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,22436,2244.94,Médio Completo,1800.0,24116,24273,-157,4,10,79
3134,Técnicos em calibração e instrumentação,3134-tecnicos-em-calibracao-e-instrumentacao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,4452,4558.02,Médio Completo,3846.5,6697,6679,18,3,9,53
3135,Técnicos em fotônica,3135-tecnicos-em-fotonica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",313,TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA,2598,2264.03,Médio Completo,1969.07,4430,4283,147,1,13,92
3141,"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos",3141-tecnicos-mecanicos-na-fabricacao-e-montagem-de-maquinas-sistemas-e-instrumentos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,22485,3223.11,Médio Completo,2270.0,28500,25517,2983,5,11,75
3142,Técnicos mecânicos (ferramentas),3142-tecnicos-mecanicos-ferramentas,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,1091,4388.49,Médio Completo,3500.0,1303,1384,-81,2,9,80
3143,Técnicos em mecânica veicular,3143-tecnicos-em-mecanica-veicular,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,1902,4568.96,Médio Completo,2438.58,2974,2790,184,3,9,99
3144,"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos",3144-tecnicos-mecanicos-na-manutencao-de-maquinas-sistemas-e-instrumentos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,10967,3750.64,Médio Completo,2819.52,13779,13571,208,2,10,74
3146,Técnicos em metalurgia (estruturas metálicas),3146-tecnicos-em-metalurgia-estruturas-metalicas,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,809,5307.14,Médio Completo,3592.35,1560,1364,196,4,6,94
3147,Técnicos em siderurgia,3147-tecnicos-em-siderurgia,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,315,5038.01,Médio Completo,2608.14,398,421,-23,6,9,61
3148,Especialistas em inspeções industriais,3148-especialistas-em-inspecoes-industriais,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",314,TÉCNICOS EM METALMECÂNICA,979,5430.36,Médio Completo,5925.0,4246,3777,469,8,9,99
3161,Técnicos em geologia,3161-tecnicos-em-geologia,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",316,TÉCNICOS EM MINERALOGIA E GEOLOGIA,618,4527.97,Médio Completo,2241.43,692,587,105,4,9,76
3163,Técnicos em mineração,3163-tecnicos-em-mineracao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",316,TÉCNICOS EM MINERALOGIA E GEOLOGIA,3346,6068.19,Médio Completo,4000.0,1522,1527,-5,8,9,113
3171,Técnicos de desenvolvimento de sistemas e aplicações,3171-tecnicos-de-desenvolvimento-de-sistemas-e-aplicacoes,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",317,TÉCNICOS EM INFORMÁTICA,16818,3917.43,Superior Completo,3900.0,36085,33413,2672,4,7,63
3172,Técnicos de suporte e monitoração ao usuário de tecnologia da informação.,3172-tecnicos-de-suporte-e-monitoracao-ao-usuario-de-tecnologia-da-informacao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",317,TÉCNICOS EM INFORMÁTICA,35005,2003.04,Médio Completo,2007.68,49427,41968,7459,2,7,68
3180,"Desenhistas técnicos, em geral",3180-desenhistas-tecnicos-em-geral,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,1887,2691.74,Médio Completo,2500.0,3689,3505,184,3,6,35
3181,Desenhistas técnicos da construção civil e arquitetura,3181-desenhistas-tecnicos-da-construcao-civil-e-arquitetura,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,1950,2378.46,Médio Completo,2500.0,2359,2261,98,4,8,52
3182,Desenhistas técnicos da mecânica,3182-desenhistas-tecnicos-da-mecanica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,158,4087.11,Médio Completo,2600.0,1417,1471,-54,3,6,52
3183,"Desenhistas técnicos em eletricidade, eletrônica, eletromecânica, calefação, ventilação e refrigeração",3183-desenhistas-tecnicos-em-eletricidade-eletronica-eletromecanica-calefacao-ventilacao-e-refrigeracao,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,177,2037.3,Médio Completo,2700.0,215,220,-5,2,8,63
3184,Desenhistas técnicos de produtos e serviços diversos,3184-desenhistas-tecnicos-de-produtos-e-servicos-diversos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2447,1838.62,Médio Completo,2013.0,3197,3548,-351,6,6,44
3185,Desenhistas projetistas de construção civil e arquitetura,3185-desenhistas-projetistas-de-construcao-civil-e-arquitetura,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,4252,2466.18,Superior Completo,2700.0,9076,8566,510,2,8,61
3186,Desenhistas projetistas da mecânica,3186-desenhistas-projetistas-da-mecanica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,954,3894.49,Médio Completo,4200.0,5718,5743,-25,2,10,94
3187,Desenhistas projetistas da eletrônica,3187-desenhistas-projetistas-da-eletronica,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,913,2141.76,Médio Completo,3230.38,1829,2080,-251,2,10,77
3188,Desenhistas projetistas e modelistas de produtos e serviços diversos,3188-desenhistas-projetistas-e-modelistas-de-produtos-e-servicos-diversos,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",318,DESENHISTAS TÉCNICOS E MODELISTAS,2869,1949.32,Médio Completo,2200.0,6666,7069,-403,3,6,51
3191,Técnicos do vestuário,3191-tecnicos-do-vestuario,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",100,2018.3,Médio Completo,2500.0,274,299,-25,2,8,54
3192,Técnicos do mobiliário e afins,3192-tecnicos-do-mobiliario-e-afins,3,TÉCNICOS DE NIVEL MÉDIO,31,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS",131,2393.84,Médio Completo,2116.12,436,482,-46,1,9,77
3201,Técnicos em biologia,3201-tecnicos-em-biologia,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",320,TÉCNICOS EM BIOLOGIA,268,2033.27,Médio Completo,2431.0,277,230,47,2,9,83
3211,Técnicos agrícolas,3211-tecnicos-agricolas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",321,TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA,22883,4154.02,Médio Completo,2979.0,9945,10389,-444,2,11,141
3212,Técnicos florestais,3212-tecnicos-florestais,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",321,TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA,4483,4529.4,Superior Completo,2300.0,2676,2702,-26,2,13,119
3213,Técnicos em aqüicultura,3213-tecnicos-em-aquicultura,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",321,TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA,390,2078.76,Médio Completo,1800.0,178,182,-4,4,10,105
3221,Tecnólogos e técnicos em terapias complementares e estéticas,3221-tecnologos-e-tecnicos-em-terapias-complementares-e-esteticas,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,6503,1660.72,Médio Completo,2039.0,10358,10792,-434,8,9,159
3222,Técnicos e auxiliares de enfermagem,3222-tecnicos-e-auxiliares-de-enfermagem,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,431773,2688.14,Médio Completo,2285.02,269854,226731,43123,11,13,178
3223,Técnicos em óptica e optometria,3223-tecnicos-em-optica-e-optometria,3,TÉCNICOS DE NIVEL MÉDIO,32,"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS",322,TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA,1053,1953.0,Médio Completo,1993.32,1210,1187,23,1,10,80
