codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,empregados,salario_mediano_rais,escolaridade_tipica,salario_mediano_caged,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
7165,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",7165-aplicadores-de-revestimentos-ceramicos-pastilhas-pedras-e-madeiras,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,6513,1850.0,Médio Completo,2500.0,22316,21457,859,8,8,71
7166,Pintores de obras e revestidores de interiores (revestimentos flexíveis),7166-pintores-de-obras-e-revestidores-de-interiores-revestimentos-flexiveis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,24274,2054.47,Médio Completo,2448.0,75458,72112,3346,3,7,66
7170,Ajudantes de obras civis,7170-ajudantes-de-obras-civis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,717,AJUDANTES DE OBRAS,290672,1489.7,Médio Completo,1685.8,847332,743644,103688,5,6,40
7201,"Supervisores de usinagem, conformação e tratamento de metais",7201-supervisores-de-usinagem-conformacao-e-tratamento-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,720,SUPERVISORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,3041,4166.02,Médio Completo,4693.68,6866,8314,-1448,12,11,106
7202,Supervisores da fabricação e montagem metalmecânica,7202-supervisores-da-fabricacao-e-montagem-metalmecanica,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,720,SUPERVISORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,2643,5055.86,Médio Completo,4900.0,1952,3533,-1581,4,10,82
7211,Ferramenteiros e afins,7211-ferramenteiros-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,2982,3188.07,Médio Completo,2729.55,5873,6632,-759,3,10,83
7212,Preparadores e operadores de máquinas-ferramenta convencionais,7212-preparadores-e-operadores-de-maquinas-ferramenta-convencionais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,19359,2271.99,Médio Completo,2297.98,49870,55471,-5601,5,9,76
7213,Afiadores e polidores de metais,7213-afiadores-e-polidores-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,3249,2037.32,Médio Completo,2284.28,8476,9285,-809,5,9,70
7214,Operadores de máquinas de usinagem cnc,7214-operadores-de-maquinas-de-usinagem-cnc,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,721,TRABALHADORES DE USINAGEM DE METAIS E DE COMPÓSITOS,3115,2827.87,Médio Completo,2600.0,17771,19557,-1786,6,8,75
7221,Trabalhadores de forjamento de metais,7221-trabalhadores-de-forjamento-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,2198,1795.5,Médio Completo,2026.51,3987,3890,97,3,5,48
7222,Trabalhadores de fundição de metais puros e de ligas metálicas,7222-trabalhadores-de-fundicao-de-metais-puros-e-de-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,2237,2155.99,Médio Completo,2052.26,14359,14229,130,6,8,111
7223,Trabalhadores de moldagem de metais e de ligas metálicas,7223-trabalhadores-de-moldagem-de-metais-e-de-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,1902,2175.02,Médio Completo,2090.0,5304,6057,-753,6,7,63
7224,Trabalhadores de trefilação e estiramento de metais puros e ligas metálicas,7224-trabalhadores-de-trefilacao-e-estiramento-de-metais-puros-e-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,722,TRABALHADORES DE CONFORMAÇÃO DE METAIS E DE COMPÓSITOS,874,2867.48,Médio Completo,2112.16,1590,1735,-145,3,7,46
7231,Trabalhadores de tratamento térmico de metais,7231-trabalhadores-de-tratamento-termico-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,723,TRABALHADORES DE TRATAMENTO TÉRMICO E DE SUPERFÍCIES DE METAIS E DE COMPÓSITOS,336,2886.42,Médio Completo,2000.0,1449,1516,-67,5,10,122
7232,Trabalhadores de tratamento de superfícies de metais e de compósitos (termoquímicos),7232-trabalhadores-de-tratamento-de-superficies-de-metais-e-de-compositos-termoquimicos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,723,TRABALHADORES DE TRATAMENTO TÉRMICO E DE SUPERFÍCIES DE METAIS E DE COMPÓSITOS,906,2165.98,Médio Completo,2142.43,5170,5558,-388,8,8,77
7233,"Trabalhadores da pintura de equipamentos, veículos, estruturas metálicas e de compósitos",7233-trabalhadores-da-pintura-de-equipamentos-veiculos-estruturas-metalicas-e-de-compositos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,723,TRABALHADORES DE TRATAMENTO TÉRMICO E DE SUPERFÍCIES DE METAIS E DE COMPÓSITOS,16592,2193.94,Médio Completo,2400.0,39353,41262,-1909,6,10,64
7241,Encanadores e instaladores de tubulações,7241-encanadores-e-instaladores-de-tubulacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",28763,2324.44,Médio Completo,2506.99,70791,69597,1194,7,10,72
7242,Trabalhadores de traçagem e montagem de estruturas metálicas e de compósitos,7242-trabalhadores-de-tracagem-e-montagem-de-estruturas-metalicas-e-de-compositos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",29780,1995.43,Médio Completo,2158.2,110991,108030,2961,6,8,59
7243,Trabalhadores de soldagem e corte de ligas metálicas,7243-trabalhadores-de-soldagem-e-corte-de-ligas-metalicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",52466,2636.77,Médio Completo,2942.48,134770,139471,-4701,5,7,58
7244,Trabalhadores de caldeiraria e serralheria,7244-trabalhadores-de-caldeiraria-e-serralheria,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",32127,2335.33,Médio Completo,2696.4,102622,100610,2012,8,8,50
7245,Operadores de máquinas de conformação de metais,7245-operadores-de-maquinas-de-conformacao-de-metais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",5539,2135.6,Médio Completo,2145.65,14952,17385,-2433,3,8,65
7246,Trançadores e laceiros de cabos de aço,7246-trancadores-e-laceiros-de-cabos-de-aco,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,724,"TRABALHADORES DE MONTAGEM DE TUBULAÇÕES, ESTRUTURAS METÁLICAS E DE COMPÓSITOS",108,2494.49,Médio Completo,2193.25,273,292,-19,2,11,98
7250,Ajustadores mecânicos polivalentes e afins,7250-ajustadores-mecanicos-polivalentes-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,8353,2016.0,Médio Completo,2000.0,18004,16777,1227,6,8,83
7251,"Montadores de máquinas, aparelhos e acessórios em linhas de montagem",7251-montadores-de-maquinas-aparelhos-e-acessorios-em-linhas-de-montagem,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,4218,1734.35,Médio Completo,2071.94,24501,23568,933,1,9,53
7252,Montadores de máquinas industriais,7252-montadores-de-maquinas-industriais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,8376,2558.67,Médio Completo,2600.0,34290,32261,2029,5,9,77
7253,Montadores de máquinas pesadas e equipamentos agrícolas,7253-montadores-de-maquinas-pesadas-e-equipamentos-agricolas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,905,2276.26,Médio Completo,2250.0,3368,3062,306,4,9,101
7254,Mecânicos montadores de motores e turboalimentadores,7254-mecanicos-montadores-de-motores-e-turboalimentadores,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,1098,2540.36,Médio Completo,2663.58,3184,3504,-320,4,8,68
7255,Montadores de veículos automotores (linha de montagem),7255-montadores-de-veiculos-automotores-linha-de-montagem,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,8773,2439.61,Médio Completo,2214.0,12254,10410,1844,2,7,54
7256,Montadores de sistemas e estruturas de aeronaves,7256-montadores-de-sistemas-e-estruturas-de-aeronaves,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,41,1789.0,Médio Completo,2384.4,446,379,67,2,14,163
7257,Instaladores de equipamentos de refrigeração e ventilação,7257-instaladores-de-equipamentos-de-refrigeracao-e-ventilacao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,72,TRABALHADORES DA TRANSFORMAÇÃO DE METAIS E DE COMPÓSITOS,725,MONTADORES DE MÁQUINAS E APARELHOS MECÂNICOS,7064,2076.64,Médio Completo,2300.0,9939,10474,-535,1,9,66
7301,Supervisores de montagens e instalações eletroeletrônicas,7301-supervisores-de-montagens-e-instalacoes-eletroeletronicas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,730,SUPERVISORES DE MONTAGENS E INSTALAÇÕES ELETROELETRÔNICAS,2547,4225.14,Médio Completo,4191.0,2701,3981,-1280,1,7,48
7311,Montadores de equipamentos eletroeletrônicos,7311-montadores-de-equipamentos-eletroeletronicos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,731,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,36189,2016.06,Médio Completo,2014.42,78777,78548,229,16,10,68
7312,Montadores de aparelhos de telecomunicações,7312-montadores-de-aparelhos-de-telecomunicacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,731,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,1170,2070.05,Médio Completo,1718.67,2495,2091,404,1,8,63
7313,Instaladores-reparadores de  linhas e equipamentos de telecomunicações,7313-instaladores-reparadores-de-linhas-e-equipamentos-de-telecomunicacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,731,MONTADORES E INSTALADORES DE EQUIPAMENTOS ELETROELETRÔNICOS EM GERAL,13754,1996.62,Médio Completo,1670.56,17664,21558,-3894,6,15,133
7321,"Instaladores e reparadores de linhas e cabos elétricos, telefônicos e de comunicação de dados",7321-instaladores-e-reparadores-de-linhas-e-cabos-eletricos-telefonicos-e-de-comunicacao-de-dados,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,73,TRABALHADORES DA FABRICAÇÃO E INSTALAÇÃO ELETROELETRÔNICA,732,INSTALADORES E REPARADORES DE LINHAS E CABOS ELÉTRICOS E DE COMUNICAÇÕES,64147,2692.96,Médio Completo,1873.07,84055,76173,7882,8,8,119
7401,Supervisores da mecânica de precisão e instrumentos musicais,7401-supervisores-da-mecanica-de-precisao-e-instrumentos-musicais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,74,MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,740,SUPERVISORES DA MECÂNICA DE PRECISÃO E INSTRUMENTOS MUSICAIS,210,4603.38,Médio Completo,5515.0,138,148,-10,2,8,74
7411,Mecânicos de instrumentos de precisão,7411-mecanicos-de-instrumentos-de-precisao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,74,MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,741,MONTADORES E AJUSTADORES DE INSTRUMENTOS DE PRECISÃO,2790,1877.18,Médio Completo,2000.0,3380,3644,-264,5,8,67
7421,Confeccionadores de instrumentos musicais,7421-confeccionadores-de-instrumentos-musicais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,74,MONTADORES DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,742,MONTADORES E AJUSTADORES DE INSTRUMENTOS MUSICAIS,47,2146.52,Médio Completo,2023.75,189,209,-20,8,10,104
7501,Supervisores de joalheria e afins,7501-supervisores-de-joalheria-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",750,"SUPERVISORES DE JOALHERIA, VIDRARIA, CERÂMICA E AFINS",33,4014.66,Médio Completo,2300.0,40,63,-23,1,8,54
7502,"Supervisores de vidraria, cerâmica e afins",7502-supervisores-de-vidraria-ceramica-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",750,"SUPERVISORES DE JOALHERIA, VIDRARIA, CERÂMICA E AFINS",208,6248.11,Médio Completo,4753.47,124,237,-113,1,10,76
7510,Joalheiros e lapidadores de gemas,7510-joalheiros-e-lapidadores-de-gemas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",751,JOALHEIROS E OURIVES,286,1511.82,Médio Completo,1800.0,946,1113,-167,4,12,85
7511,Artesãos de metais preciosos e semi-preciosos,7511-artesaos-de-metais-preciosos-e-semi-preciosos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",751,JOALHEIROS E OURIVES,1061,1677.42,Médio Completo,1900.0,1593,1934,-341,6,7,48
7521,"Sopradores, moldadores e modeladores de vidros e afins",7521-sopradores-moldadores-e-modeladores-de-vidros-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",333,1532.07,Médio Completo,1852.84,359,397,-38,4,6,58
7522,Trabalhadores da transformação de vidros planos,7522-trabalhadores-da-transformacao-de-vidros-planos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",2411,1780.73,Médio Completo,2000.0,2572,3068,-496,7,8,76
7523,Ceramistas (preparação e fabricação),7523-ceramistas-preparacao-e-fabricacao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",6439,1498.5,Médio Completo,1895.0,13592,13330,262,6,9,81
7524,Vidreiros e ceramistas (arte e decoração),7524-vidreiros-e-ceramistas-arte-e-decoracao,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,75,"JOALHEIROS, VIDREIROS, CERAMISTAS E AFINS",752,"VIDREIROS, CERAMISTAS E AFINS",511,2321.14,Médio Completo,2000.0,752,861,-109,6,8,73
7601,Supervisores da indústria têxtil,7601-supervisores-da-industria-textil,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",4818,1590.99,Médio Completo,1608.0,3194,3503,-309,5,9,82
7602,Supervisores na indústria do curtimento,7602-supervisores-na-industria-do-curtimento,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",63,4579.97,Médio Completo,4000.0,23,50,-27,1,7,62
7603,Supervisores na confecção do vestuário,7603-supervisores-na-confeccao-do-vestuario,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",2181,2006.86,Médio Completo,2500.0,2755,4103,-1348,2,6,53
7604,Supervisores na confecção de calçados,7604-supervisores-na-confeccao-de-calcados,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,76,"TRABALHADORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTÚARIO E DAS ARTES GRÁFICAS",760,"SUPERVISORES NAS INDÚSTRIAS TÊXTIL, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",3423,2882.01,Médio Completo,3456.0,1587,2558,-971,1,9,95
